Provider_Name,Contacts,Category,Speciality,Physical Address,County,Coordinates,Latitude,Longitude,Exact_Location
"Dr. Muriuki Meme, Full Circle Health HUB",0798061453/,Specialist,Consultant Surgeon,KMA upper Hill Chyulu Road 3rd floor Rm 313,Nairobi,"(-1.298356, 36.8132306)",-1.298356,36.8132306,Upperhill
Dr. Musila Gibson,722784300,Specialist,General Surgeon,Prof. Nelson Awori Centre 3rd Floor,Nairobi,"(-1.295698, 36.8065466)",-1.295698,36.8065466,Upperhill
Dr. Richard Baraza ,705141533,Specialist,Consultant General Surgeon,"Nairobi Hospital, Andersaon Centre , 5th floor ",Nairobi,"(-1.2965748, 36.8044024)",-1.2965748,36.8044024,Upperhill
Dr. Wilson Miriti Kiraitu ,0710780907/020-2105800,Specialist,Consultant Surgeon,"KMA Centre, Mara Rd suite 306",Nairobi,"(-1.2986041, 36.81135829999999)",-1.2986041,36.8113583,Upperhill
Proff. John Adwok,0733709726/02724016/02846303,Specialist,General / Endocrine Surgeon,"Nairobi Hospital, Lab Building.  Office No. 309",Nairobi,"(-1.2958727, 36.8033705)",-1.2958727,36.8033705,Upperhill
Associated Central Services -Dr. Micheal Karume Olel,0716632739 / 0733516371,Specialist,Gynaecologist,JKUAT towers 2nd floor,Nairobi,"(-1.2843243, 36.8210512)",-1.2843243,36.8210512,Nairobi CBD
D.r Meshach O. Asimba,722474352,Specialist,Gynaecologist,"Fortis Suite,Hospital Road off Ngong road 1st floor,Suite 111",Nairobi,"(-1.2983821, 36.8085711)",-1.2983821,36.8085711,Upperhill
Dr Alfred Moyaka Mokomb,723949438,Specialist,Gynaecologist,Prof Nelson Awori 3rd floor suite 4B,Nairobi,"(-1.295698, 36.8065466)",-1.295698,36.8065466,Upperhill
"Dr David Mwithiga Thuo/Dr Martha Kuruga (LaFemme Healthcare Services, Greenhouse Mall East Wing 2nd Floor Suit 18, Ngong Road Acade)","0719 694365/0721 
297300",Specialist,Gynaecologist,"Greenhouse Mall East Wing 2nd Floor Suit 18, Ngong Road Acade",Nairobi,"(-1.300497, 36.781778)",-1.300497,36.781778,Ngong Road
Dr David Kiragu ,0202673314/0722526827,Specialist,Gynaecologist/Consultant Obstetrician ,"Prism Towers, 25th Floor, 3rd Ngong Avenue, Upperhill",Nairobi,"(-1.293066, 36.8089098)",-1.293066,36.8089098,Upperhill
DR Fred Oyombe Akonde ,0722837451/0715564857,Specialist,Gynaecologist/Consultant Obstetrician ,Pioneer Building Nairobi,Nairobi,"(-1.2920659, 36.8219462)",-1.2920659,36.8219462,Nairobi CBD
Dr Jane Machira,792292635,Specialist,Gynaecologist/Consultant Obstetrician ,"Fortis Suites, Hospital Rd, Nairobi",Nairobi,"(-1.2983821, 36.8085711)",-1.2983821,36.8085711,Upperhill
Dr Joe Wanyoike Gichuhi,2727682/0722522234,Specialist,Gynaecologist/Consultant Obstetrician ,"Upper hill medical centre, 4th floor room 4E, Ralph Bunche road ",Nairobi,"(-1.29475, 36.806605)",-1.29475,36.806605,Upperhill
Dr Mogaka Mokomba,733946609,Specialist,Gynaecologist/Consultant Obstetrician ,Prof Nelson Awori Centre 3rd Floor ,Nairobi,"(-1.295698, 36.8065466)",-1.295698,36.8065466,Upperhill
Dr(Mrs) Odudu Barbra Magoha ,0722527009/2712844,Specialist,Gynaecologist/Consultant Obstetrician ,"UNIPEN flats, Block A, 2nd floor, Argwings Kodhek road, Hurlingham ",Nairobi,"(-1.295298, 36.7990396)",-1.295298,36.7990396,Hurlingham
Dr. Amin Medhat,0715056099/ 0708734761,Specialist,Gynaecologist/Consultant Obstetrician ,"Nelson Awori Medical Centre, Upperhill, 5th floor B5 - Nairobi ",Nairobi,"(-1.295698, 36.8065466)",-1.295698,36.8065466,Upperhill
Dr. Angela Azenze- Mirazi Limited,113035848,Specialist,Gynaecologist/Consultant Obstetrician ,"Fortis Suites, Suite 809, Hospital road",Nairobi,"(-1.2983821, 36.8085711)",-1.2983821,36.8085711,Upperhill
Dr. Anthony Wasunna,"0719328339, / 0792745820",Specialist,Gynaecologist/Consultant Obstetrician ,"Fortis Suites, 2nd Floor, Hospital Road",Nairobi,"(-1.2983821, 36.8085711)",-1.2983821,36.8085711,Upperhill
Dr. Brigid Monda,0713103220/0723832220/0780832201,Specialist,Gynaecologist/Consultant Obstetrician ,KMA Centre 2nd Floor Room 213,Nairobi,"(-1.2986041, 36.81135829999999)",-1.2986041,36.8113583,Upperhill
Dr. Charles Maina,738091713,Specialist,Gynaecologist/Consultant Obstetrician ,"IPS Building, 1st floor, Wing B, Kimathi Street - Nairobi ",Nairobi,"(-1.284634, 36.8234924)",-1.284634,36.8234924,Nairobi CBD
Dr. Jean W. Kagia,0720592151/0735769554,Specialist,Gynacologist/    Consutant Obstetrician,UpperHill Medical Centre Ralph Bunche Road Nairobi,Nairobi,"(-1.29475, 36.806605)",-1.29475,36.806605,Upperhill
Dr. John Anzetse Aswani,0722600628/020345774,Specialist,Gynaecologist/Consultant Obstetrician ,"Room A4, Prof. Nelson Awori Centre, Ralph Bunche Road - Nairobi ",Nairobi,"(-1.295698, 36.8065466)",-1.295698,36.8065466,Upperhill
Dr. John Odero Ongech,0722 282 449,Specialist,Gynaecologist,Nelson Awori Centre,Nairobi,"(-1.295698, 36.8065466)",-1.295698,36.8065466,Upperhill
Dr. Josphat Wangwe,0722771121 /2721580,Specialist,Gynaecologist/Consultant Obstetrician ,UpperHill Medical Centre 3rd Floor Siute 3D,Nairobi,"(-1.29475, 36.806605)",-1.29475,36.806605,Upperhill
Dr. Maureen Owiti,0731745277/0792292635,Specialist,Gynaecologist/Consultant Obstetrician ,"Fortis Suites, Hospital Road 7th Floor Rm 9",Nairobi,"(-1.2983821, 36.8085711)",-1.2983821,36.8085711,Upperhill
Dr. Nangole Wanjala,0721258583/714342214,Specialist,Gynacologist/    Consutant Obstetrician,"Fortis Suites, Hospital Road 1st Floor Rm 11",Nairobi,"(-1.2983821, 36.8085711)",-1.2983821,36.8085711,Upperhill
"Dr. Onesmus W, Gachuno ",0726489432/0707638602/0700025946,Specialist,Gynaecologist/Consultant Obstetrician ,"KMA Centre, Mara Rd suite 212",Nairobi,"(-1.2986041, 36.81135829999999)",-1.2986041,36.8113583,Upperhill
Dr. Peter Michoma,0202015385/ 0738102075,Specialist,Gynaecologist,5th Avenue Suites 3rd Floor Suite 3-14,Nairobi,"(-1.2961196, 36.8081259)",-1.2961196,36.8081259,Upperhill
Dr. Ruku Oyaku Bhileni,722899321,Specialist,Gynaecologist,"Reinsurance Plaza, Dr. Thagana's Office",Nairobi,"(-1.287306, 36.824833)",-1.287306,36.824833,Nairobi CBd
"Dr. Serah Wanjiru 
Ndegwa(Footsteps to fertility 
centre, Kugeria court,suite no.9 Ralph 
Bunche Road)","0700 041955/0722 
391821",Specialist,Gynaecologist,"Kugeria court,suite no.9 Ralph Bunche Road",Nairobi,"(-1.294212, 36.8073518)",-1.294212,36.8073518,Hurlingham
Dr. Stephen Kamore Wanjohi,0722737273/0701788708,Specialist,Gynacologist/    Consutant Obstetrician,MP Shah Hospital Drs. Plaza 3rd Floor Room 8,Nairobi,"(-1.2634829, 36.8120972)",-1.2634829,36.8120972,Shivachi Road Parklands
Dr. Stephen Maina,0202509064/0706666200,Specialist,Gynaecologist,Pioneer House Kenyatta Avenue,Nairobi,"(-1.2848879, 36.8198355)",-1.2848879,36.8198355,Nairobi CBd
Dr. Walter Kudoyi Odokano,0722745527/ 0731661748/ 0706222872,Specialist,Gynaecologist,Prof Nelson Awori Centre 4th Floor Suite B5,Nairobi,"(-1.295698, 36.8065466)",-1.295698,36.8065466,Upperhill
Dr. William M. Obwaka ,0790646513/0202251700,Specialist,Gynaecologist/Consultant Obstetrician ,"IPS Building, 1st floor, tower B, Kimathi Street - Nairobi ",Nairobi,"(-1.284634, 36.8234924)",-1.284634,36.8234924,Nairobi CBD
Esis Health Services,0722412221/ 0731440039,Specialist,Gynaecologist/Consultant Obstetrician ,5th Floor 5th Avenue Suites,Nairobi,"(-1.2961196, 36.8081259)",-1.2961196,36.8081259,Upperhill
Eunice Jeptoo Cheserem,0707463020/0722722440,Specialist,Gynaecologist,3rd Floor Nairobi Hospital Drs. Plaza room 303,Nairobi,"(-1.2920659, 36.8219462)",-1.2920659,36.8219462,Upperhill
George Sam K. Onyango,722519388,Specialist,Gynaecologist,"Electricity House 3rd Floor, Harambee Avenue",Nairobi,"(-1.2879634, 36.82601349999999)",-1.2879634,36.8260135,Nairobi CBD
Hurligham Family Health Clinic,0720432634/ 0202718603,Specialist,Gynaecologist/Consultant Obstetrician ,"Nyaku House, Argwings Kodhek Road",Nairobi,"(-1.2951106, 36.7988056)",-1.2951106,36.7988056,Hurlingham
Oakleigh Healthcare Services (Dr. Wanjiku Ndung'u),0721812599/ 0792911967/ 0104911967,Specialist,Gynaecologist/Consultant Obstetrician ,"5th Ngong Avenue, 6th Floor",Nairobi,"(-1.2940044, 36.8074281)",-1.2940044,36.8074281,Upperhill
Prof. Koigi Kamau ,722714402,Specialist,Gynacologist,"The Nairobi Hospital, Docotors Plaza, 1st Floor Rm 114,",Nairobi,"(-1.2958427, 36.8033858)",-1.2958427,36.8033858,Upperhill
Prof. Omondi Ogutu,0722510215 / 0726816519,Specialist,Gynaecologist,"Doctors Plaza Nairobi Hospital 3rd Floor, Room 310",Nairobi,"(-1.2958427, 36.8033858)",-1.2958427,36.8033858,Upperhill
Velvet Women and Children's Clinic- Dr Alex Bosire,717383333,Specialist,Gynaecologist/Consultant Obstetrician ,Prof Nelson Awori Centre 5th Floor ,Nairobi,"(-1.295698, 36.8065466)",-1.295698,36.8065466,Upperhill
Westlands Medical Center-Dr. Julius Maina Kiiru,716891055,Specialist,Gynaecologist,Krishna Centre Westlands,Nairobi,"(-1.2645418, 36.8036396)",-1.2645418,36.8036396,Westlands
Dr. C K Musau,722512740,Specialist,Neurosurgeon,Nairobi Hospital Drs. Plaza 2nd floor room 212,Nairobi,"(-1.2958727, 36.8033705)",-1.2958727,36.8033705,Upperhill
Dr. Gichuru Mwangi,0723550489/0722779624,Specialist,Neurosurgeon,MP Shah Hospital Drs. Plaza,Nairobi,"(-1.2634829, 36.8120972)",-1.2634829,36.8120972,Shivachi Road Parklands
Dr. Julius Kiboi Githinji,203740771,Specialist,Consultant Neurosurgeon,The Nairobi Hospital Main Laboratory Building 3rd Floor  Room 311,Nairobi,"(-1.2958727, 36.8033705)",-1.2958727,36.8033705,Upperhill
Dr. Peter Kimathi Njeru- Mirazi Limited,113035848,Specialist,Neurosurgeon,"Fortis Suites, Suite 809, Hospital road",Nairobi,"(-1.2983821, 36.8085711)",-1.2983821,36.8085711,Upperhill
Kaizora centre for neurodevelopmental therapies limites ,722444794,Specialist,Neurodevelopmental centre  ,"1st Kombe Road, Karen ",Nairobi,"(-1.3526169, 36.7363633)",-1.3526169,36.7363633,Karen
Neurorehabilitation Services Ltd,0723365779/ 0711266609,Specialist,Neurology Centre,5th Avenue Suites 3rd Floor Rm 16,Nairobi,"(-1.2961196, 36.8081259)",-1.2961196,36.8081259,Upperhill
Cancer Care Kenya Limited,0727844882 / 37844882,Specialist,Oncologist,Shivachi Road Parklands Next To Mpshah Hsp,Nairobi,"(-1.2632128, 36.8118625)",-1.2632128,36.8118625,Shivachi Road Parklands
Dr M D Maina,724807892,Specialist,Oncologist/ Haematologist,"Prof Nelso Awori , 5th Floor",Nairobi,"(-1.295698, 36.8065466)",-1.295698,36.8065466,Upperhill
Prof N A Othieno Abinya,202846303,Specialist,Oncologist,"Nairobi Hospital, Doctor's Plaza",Nairobi,"(-1.2958427, 36.8033858)",-1.2958427,36.8033858,Upperhill
Baus Optical Comany Ltd- Moi Avenue,0736 125 448,Specialist,Opthalmologist,"Giwa House, Along Moi Avenue opposite Clarion Hotel",Nairobi,"(-1.2812377, 36.821196)",-1.2812377,36.821196,Nairobi CBD
Baus Optical Company Limited- China Centre,0710 713 858/ 0739 009 041,Specialist,Opthalmologist,"China Center Building,direct opposite Coptic Hospital",Nairobi,"(35.86166, 104.195397)",35.86166,104.195397,Lanzhou
Baus Optical Company Limited-Executive,0735 580 001,Specialist,Opthalmologist,"Queensway 5th floor
",Nairobi,"(-1.2855734, 36.8233027)",-1.2855734,36.8233027,Nairobi CBD
Baus Optical Company Ltd- Westlands,0753 007 655,Specialist,Opthalmologist,"Bishan Plaza,Ground Floor Along Mpaka Road",Nairobi,"(-1.2644643, 36.8055557)",-1.2644643,36.8055557,Westlands
Baus Optical Company Ltd-Embakasi,0793-912541,Specialist,Opthalmologist,At Quickmart Embakasi along Utawala Academy Road,Nairobi,"(-1.313847, 36.9152902)",-1.313847,36.9152902,Utawala
Baus Optical Company Ltd-Lavington,0788-155274,Specialist,Opthalmologist,"Westfield Mall, Ground floor at the exit of Quickmart Supermarket {Along Gitanga Road}",Nairobi,"(-1.2895473, 36.7584444)",-1.2895473,36.7584444,Lavington
City Eye clinic,722746119,Specialist,Optician,"Afya Centre Mezz3, Tom Mboya Street Magharibi place Maimahiu road",Nairobi,"(-1.2878412, 36.828085)",-1.2878412,36.828085,Nairobi CBD
City Link Opticians ( Dr. Nobert Odhiambo),0721866412/0736752413,Specialist,Opthalmologist,"Murang'a Road, Ngara - Nairobi ",Nairobi,"(-1.2734305, 36.8258942)",-1.2734305,36.8258942,Ngara
Dr Mumtaz Shaffique Hirani ,0704345672/0731388668,Specialist,Opthalmologist,"Doctor's park, 3rd floor suite A4 near Aghakhan university hospital 3rd Parklands Avenue ",Nairobi,"(-1.2614651, 36.821643)",-1.2614651,36.821643,Parklands
Dr. Emmanuel Muindi Nyenze (Maxivision eye clinic ),0722493343/ 0737298045/ 020807675,Specialist,Opthalmologist,IPS Building Kimathi Street,Nairobi,"(-1.284634, 36.8234924)",-1.284634,36.8234924,Nairobi CBD
Dr. Godfrey N. Nyaga,020-2673797/0705135745,Specialist,Opthalmologist,Kenya Medical Association  Centre,Nairobi,"(-1.2986041, 36.81135829999999)",-1.2986041,36.8113583,Upperhill
Dr. P J Onyango Ogony,0722828770/ 2224226,Specialist,Opthalmologist,"KCS House 5th Floor, Mama Ngina Street",Nairobi,"(-1.2851411, 36.8236955)",-1.2851411,36.8236955,Nairobi CBD
"Dr.Mukesh Joshi/laser eye centre limited,(ABC Place block D 3rd floor, Waiyaki Way)",0722 526698/0735 678870/020 4449487/88,Specialist,Opthalmologist & Opticians,"ABC Place block D 3rd floor, Waiyaki Way",Nairobi,"(-1.2596849, 36.777006)",-1.2596849,36.777006,Westlands
Empire opticals limited,0722294961/0722917191,Specialist,Optician,"Postbank House, market lane cbd ground floor (Behind city market) Nairobi Kenya",Nairobi,"(-1.2835388, 36.8196275)",-1.2835388,36.8196275,Nairobi CBD
Excelite Eyecare,703910044,Specialist,Opthalmologist,Donholm Phase 5 Square one Building,Nairobi,"(-1.290915, 36.9016958)",-1.290915,36.9016958,Donholm
Eye and Ophthalmic Ltd ,0718202020/0202402020,Specialist,Opthalmologist,"Pacis centre 3rd floor, waiyaki way, westlands, Nairobi",Nairobi,"(-1.2614273, 36.7941396)",-1.2614273,36.7941396,Westlands
Eye Care Consultants - ABC Place ,722733000,Specialist,Opthalmologist,"ABC Place,Waiyaki Way ",Nairobi,"(-1.2596849, 36.777006)",-1.2596849,36.777006,Westlands
Eye Care Consultants - Eco Bank towers ,020 2251760/0722908703/0722733000,Specialist,Opthalmologist,"Eco Bank Towers, Muindi Mbingu St, Nairobi",Nairobi,"(-1.285743, 36.821118)",-1.285743,36.821118,Nairobi CBD
Eye Care Consultants - Fedha towers  ,722908703,Specialist,Opthalmologist,"Muindi Mbingu Street, Fedha Towers",Nairobi,"(-1.2856581, 36.8212423)",-1.2856581,36.8212423,Nairobi CBD
Eye Care Consultants - Medi Plaza ,714853717,Specialist,Opthalmologist,Parklands MediplazaÂ ,Nairobi,"(-1.2624855, 36.8225216)",-1.2624855,36.8225216,Parklands
Eye Modes Limited,0727004701/ 0205101074,Specialist,Opthalmologist,"Ground floor Lonrho House, Standard Street",Nairobi,"(-1.2849975, 36.8226302)",-1.2849975,36.8226302,Nairobi CBD
Eyestyle Optician Limited,707908838,Specialist,Optician,Mpaka Road Westlands,Nairobi,"(-1.2636683, 36.8061142)",-1.2636683,36.8061142,Westlands
Eyestyle opticians,726936136,Specialist,Opthalmologist,"Tns-Rms Centre, Mpaka Rd, Nairobi",Nairobi,"(-1.263427, 36.8061065)",-1.263427,36.8061065,Westlands
Hi-Tech Opticians Ltd - Nairobi ,020 2243553 / 020311486 / 0738773442,Specialist,Opthalmologist,"Opposite Jivanjee Gardens, Moi Avenue/ Muranga Road,Â Nairobi",Nairobi,"(-1.2811902, 36.8204715)",-1.2811902,36.8204715,Nairobi CBD
Jaff's Optical House Ltd ,0733707394/0733707362,Specialist,Optician ,Westlands@Sarit centre/Two Rivers/Village market/ Town CBD ,Nairobi,"(-1.2675001, 36.812022)",-1.2675001,36.812022,Westlands
Kamlesh Pandya Optics (K.K Optics Ltd)-CBD,0707312610/ 0722781606/0737312610,Specialist,Opthalmologist,"Ground floor Wanza house, Tubman road opp. Jamia shopping mall",Nairobi,"(-1.2823211, 36.8207009)",-1.2823211,36.8207009,Nairobi CBD
Kamlesh Pandya Optics (K.K Optics Ltd)-Westlands,0780312610Â  Â ,Specialist,Opthalmologist,Kamlesh Pandya Optics (K.K Optics Ltd)-Westlands,Nairobi,"(-1.2652275, 36.8032832)",-1.2652275,36.8032832,Westlands
Lions SightFirst Eye Hospital,0724342442/020 422 6000/ 0728 970 601/0733 619 191,Specialist,Optician,"Kaptagat Road, Loresho,Nairobi.",Nairobi,"(-1.257505, 36.751198)",-1.257505,36.751198,Kabete
Mahdi Opticals Limited,733729025,Specialist,Optician,Adlife Plaza nairobi,Nairobi,"(-1.295101, 36.7875844)",-1.295101,36.7875844,Kilimani
Mamy Eyewear,115626403,Specialist,Optomerist,"Kanha Building, Lower Kabete Rd",Nairobi,"(-1.2605489, 36.80281480000001)",-1.2605489,36.8028148,Kabete
Moonlight Opticians,702406323,Specialist,Optomerist,Ronald Ngala Street,Nairobi,"(-1.285254, 36.8287229)",-1.285254,36.8287229,Nairobi CBD
Nairobi Eye Associates Dr. Oscar Muwale,0716158106/0746627500,Specialist,Opthalmologist,"Nairobi Hospital, Anderson Centre 4th floor.",Nairobi,"(-1.2965748, 36.8044024)",-1.2965748,36.8044024,Upperhill
Neema Optician,796742001,Specialist,Optician,The junction between Kimathi street and Kenyatta avenue near nation centre,Nairobi,"(-1.2831686, 36.8222352)",-1.2831686,36.8222352,Nairobi CBD
Omega Opticians- Emperor Plaza,797147199,Specialist,Optomerist,"Emperor Plaza, Ground Floor, Kenyatta Avenue",Nairobi,"(-1.2851175, 36.8190974)",-1.2851175,36.8190974,Nairobi CBD
Omega Opticians- Jeevanjee ,722664197,Specialist,Optomerist,"Islamia House, Ground Floor, Moktar Daddah street",Nairobi,"(-1.2819272, 36.8199622)",-1.2819272,36.8199622,Nairobi CBD
Omega Opticians- RNG Plaza,796528238,Specialist,Optomerist,"RNG Plaza, ground floor, Ronald Ngala street",Nairobi,"(-1.285662, 36.8287064)",-1.285662,36.8287064,Nairobi CBD
Omega Opticians-20th Century,703777376,Specialist,Optomerist,"IMAX builiding, Ground Floor, Mama Ngina street",Nairobi,"(-1.2855734, 36.8233027)",-1.2855734,36.8233027,Nairobi CBD
Omega Opticians-Agrho House,715471281,Specialist,Optomerist,"Agrho House, Ground Floor, Moi Avenue",Nairobi,"(-1.2877149, 36.8270657)",-1.2877149,36.8270657,Nairobi CBD
Omega Opticians-Head Office,726133480,Specialist,Optomerist,"5th Avenue Suites, 3rd Floor, Opposite traffic Headquarters, Ngong road",Nairobi,"(-1.2961196, 36.8081259)",-1.2961196,36.8081259,Upperhill
Omega Opticians-Mombasa road,705032656,Specialist,Optomerist,"Quickmart building, Opposite Nextgen",Nairobi,"(13.1491223, 123.7147917)",13.1491223,123.7147917,Mombasa Road
Omega Opticians-Upperhill,0748452272/0735096559,Specialist,Optomerist,"5th Avenue Suites, 2nd Floor",Nairobi,"(-1.2961196, 36.8081259)",-1.2961196,36.8081259,Upperhill
Optex Opticians,704520201,Specialist,Optomerist,"Krishna Park, next to Aga Khan University Hospital, Parklands.",Nairobi,"(-1.2611676, 36.8240491)",-1.2611676,36.8240491,Parklands
Optica Ltd- Capital Center,717719760,Specialist,Opthalmologist,"Capital Center, Mombasa Road",Nairobi,"(-1.3163515, 36.8345509)",-1.3163515,36.8345509,Mombasa Road
Optica Ltd- Garden City,790205334,Specialist,Opthalmologist,Thika road,Nairobi,"(-1.2134454, 36.8997048)",-1.2134454,36.8997048,Kasarani
Optica Ltd- Greenspan Mall,790208776,Specialist,Opthalmologist,Donholm,Nairobi,"(-1.2939161, 36.8971181)",-1.2939161,36.8971181,Donholm
Optica Ltd- I&M Towers,793371993,Specialist,Opthalmologist,I&M Towers Kenyatta Avenue,Nairobi,"(-1.2846464, 36.8199579)",-1.2846464,36.8199579,Nairobi CBD
Optica Ltd- IPS Building,790201098,Specialist,Opthalmologist,Kaunda Street,Nairobi,"(-1.2859784, 36.8211314)",-1.2859784,36.8211314,Nairobi CBD
Optica Ltd- Jubilee Insurance Building,790201099,Specialist,Opthalmologist,Kaunda Street,Nairobi,"(-1.2859784, 36.8211314)",-1.2859784,36.8211314,Nairobi CBD
Optica Ltd- Junction Mall,790205328,Specialist,Opthalmologist,Ngong Road,Nairobi,"(-1.3352547, 36.6723428)",-1.3352547,36.6723428,Ngong Road
"Optica Ltd- K-Mall, Shop No. G9",798494483,Specialist,Opthalmologist,Komarock,Nairobi,"(-1.2684944, 36.9084173)",-1.2684944,36.9084173,Komarock
Optica Ltd- Oilibya Plaza,0790205331 / 0737648422,Specialist,Opthalmologist,"Oilibya Plaza, Muthaiga",Nairobi,"(-1.2614401, 36.8395808)",-1.2614401,36.8395808,Muthaiga
Optica Ltd- Optica House,0790201096/ 0709709000,Specialist,Opthalmologist,Moi Avenue,Nairobi,"(-1.2834674, 36.823562)",-1.2834674,36.823562,Nairobi CBD
Optica Ltd- Sarova Stanley,790201097,Specialist,Opthalmologist,Kenyatta Avenue,Nairobi,"(-1.2866945, 36.816937)",-1.2866945,36.816937,Nairobi CBD
Optica Ltd- The Hub,790201088,Specialist,Opthalmologist,The Hub Karen,Nairobi,"(-1.320355, 36.7041097)",-1.320355,36.7041097,Karen
"Optica Ltd- The Point Mall, Buruburu",112930812,Specialist,Opthalmologist,"The Point Mall, along Rabai Road, off Jogoo Road, Buruburu",Nairobi,"(-1.2936696, 36.8758999)",-1.2936696,36.8758999,Buruburu
Optica Ltd- T-Mall,790205329,Specialist,Opthalmologist,Langata Road,Nairobi,"(-1.3362692, 36.7757822)",-1.3362692,36.7757822,Langata Road
"Optica Ltd- Village Market Shop No. 514, Ground Floor",742969508,Specialist,Opthalmologist,"Nairobi ,Village Market Shop No. 514, Ground Floor",Nairobi,"(-1.2293591, 36.8048235)",-1.2293591,36.8048235,Gigiri
